,AT,V,AP,RH,EP
7305,9.51,43.79,1016.02,79.81,481.12
7306,22.02,46.93,1014.32,55.92,451.92
7307,12.67,41.16,1016.92,92.8,462.35
7308,27.24,66.75,1017.78,69.6,433.65
7309,28.33,68.27,1008.09,50.37,432.66
7310,9.15,41.82,1032.88,75.11,477.78
7311,6.71,39.37,1020.28,71.15,487.05
7312,16.38,47.45,1010.08,88.86,450.69
7313,32.0,71.85,1008.44,53.59,427.95
7314,22.86,62.4,1010.59,78.24,445.66
7315,7.39,39.81,1019.45,85.02,482.99
7316,11.54,40.77,1022.13,83.5,465.61
7317,9.73,40.22,1011.48,87.88,481.42
7318,12.54,41.62,1010.86,83.42,461.08
7319,12.34,40.62,1016.28,53.6,466.47
7320,31.23,72.58,1006.61,60.8,427.58
7321,22.68,70.47,1010.86,82.8,441.47
7322,9.93,40.67,1018.08,69.74,485.23
7323,22.0,59.54,1004.55,95.25,439.37
7324,18.8,44.78,1009.65,46.0,462.79
7325,30.93,70.83,1010.61,46.13,440.59
7326,25.67,68.3,1017.16,74.19,435.89
7327,13.64,43.71,1024.41,84.46,468.85
7328,25.8,65.38,1009.3,52.28,450.5
7329,14.65,39.28,1014.04,77.98,470.41
7330,34.18,67.9,1005.87,30.34,425.5
7331,17.8,62.26,1011.81,89.81,451.62
7332,19.14,56.65,1020.84,82.97,458.06
7333,26.11,73.17,1009.8,65.18,434.94
7334,14.74,43.99,1023.13,86.31,461.82
7335,25.96,68.08,1010.86,67.07,435.84
7336,27.28,47.93,1003.46,59.22,438.0
7337,9.65,41.03,1021.09,64.97,481.68
7338,29.05,65.74,1013.29,60.02,440.74
7339,23.66,69.51,1012.9,52.59,435.39
7340,27.2,49.16,1005.33,46.73,440.57
7341,30.0,61.5,1009.4,48.63,435.6
7342,6.63,39.37,1020.33,76.18,489.16
7343,24.17,59.44,1012.66,78.53,447.13
7344,8.35,42.85,1010.46,90.13,483.63
7345,11.68,40.55,1022.21,85.76,475.13
7346,9.48,44.71,1019.12,66.43,478.42
7347,10.74,40.05,1015.45,87.33,477.93
7348,8.62,39.66,1015.18,89.59,482.99
7349,24.41,52.3,1006.28,70.33,442.62
7350,14.55,40.73,1018.36,89.12,458.82
7351,31.15,69.59,1007.82,64.96,431.37
7352,16.28,42.99,1007.5,77.27,464.13
7353,25.17,64.79,1017.87,63.26,442.15
7354,5.34,39.22,1012.73,81.42,472.66
7355,12.53,42.03,1017.57,81.57,469.18
7356,10.98,37.5,1011.12,97.51,472.34
7357,28.5,64.84,1011.47,54.41,441.74
7358,4.83,38.44,1015.35,72.94,485.32
7359,8.01,40.62,1015.62,86.43,476.22
7360,27.56,68.08,1010.8,59.18,433.95
7361,25.68,70.17,1001.38,85.89,433.92
7362,9.56,44.71,1021.13,64.6,487.92
7363,24.04,59.43,1007.6,76.98,437.51
7364,15.62,40.89,1007.01,79.21,466.15
7365,26.24,49.82,1014.9,55.58,452.41
7366,7.04,41.74,1021.91,88.55,488.99
7367,18.44,39.72,1001.14,66.83,460.44
7368,5.62,43.65,1017.9,77.43,481.69
7369,10.6,40.22,1011.37,85.81,477.62
7370,20.88,57.85,1012.39,85.47,450.87
7371,29.35,68.31,1010.46,46.2,445.86
7372,8.75,40.77,1021.99,86.46,478.85
7373,9.14,40.6,1015.34,88.91,483.57
7374,15.29,38.73,1000.9,81.17,468.62
7375,14.03,49.15,1020.5,83.65,467.16
7376,28.33,64.96,999.71,69.66,427.42
7377,8.3,36.08,1020.63,80.42,481.6
7378,11.17,44.77,1018.2,79.6,470.85
7379,16.62,54.3,1017.99,63.76,459.59
7380,20.85,48.7,1007.11,87.2,449.57
7381,14.35,46.18,1016.63,87.76,461.74
7382,10.32,42.28,1008.82,75.66,481.09
7383,21.55,44.05,1005.69,84.05,443.48
7384,13.17,38.52,1018.5,83.77,468.82
7385,23.21,58.49,1010.97,74.34,448.09
7386,12.15,71.14,1019.56,86.06,462.51
7387,15.9,41.35,1006.28,78.2,464.03
7388,7.79,42.03,1017.74,91.48,477.26
7389,30.51,60.75,1009.86,51.0,435.57
7390,15.52,36.99,1006.86,89.7,467.9
7391,16.88,56.89,1014.01,82.1,457.0
7392,16.98,43.7,1015.07,53.51,464.01
7393,14.84,43.69,1016.31,68.67,472.07
7394,27.02,61.86,1012.38,70.28,442.67
7395,22.08,41.54,1014.21,73.73,458.74
7396,25.69,59.54,1004.05,81.69,439.06
7397,4.78,42.85,1013.07,94.72,479.09
7398,28.32,47.93,1003.26,54.5,439.5
7399,14.69,35.71,1015.78,57.34,467.39
7400,9.84,36.66,1026.7,70.02,477.62
7401,14.57,44.84,1023.46,87.2,464.58
7402,28.31,66.17,1009.75,72.66,444.51
7403,29.09,70.98,1007.86,80.35,439.34
7404,28.55,66.51,1015.46,34.04,432.59
7405,14.86,44.85,1016.19,67.43,468.87
7406,26.3,77.95,1009.45,78.72,437.95
7407,13.83,42.86,1030.77,75.09,470.21
7408,8.47,41.03,1021.72,70.16,485.1
7409,26.94,59.87,1011.66,58.34,448.6
7410,28.11,70.98,1007.76,85.6,431.83
7411,13.23,52.72,1026.4,75.78,465.26
7412,16.36,53.82,1015.05,71.95,461.62
7413,13.85,44.9,1019.11,76.79,467.2
7414,21.38,60.84,1017.94,82.83,445.8
7415,28.55,65.27,1013.34,48.95,437.62
7416,22.28,59.92,1009.36,95.38,437.85
7417,18.83,47.83,1005.58,77.07,454.23
7418,24.54,60.29,1017.42,58.94,447.67
7419,24.34,59.54,1004.01,87.07,440.63
7420,14.12,39.52,1016.79,75.89,472.32
7421,11.01,42.02,995.24,98.62,473.96
7422,13.86,40.66,1017.15,83.82,463.49
7423,18.77,50.66,1014.89,87.34,457.07
7424,26.13,47.93,1002.81,66.19,441.28
7425,9.16,42.44,1014.43,93.67,480.98
7426,11.72,40.55,1020.74,86.22,474.7
7427,15.09,39.52,1017.05,72.43,469.8
7428,15.71,39.3,1019.2,62.28,462.84
7429,12.16,45.0,1021.51,50.52,482.99
7430,15.26,46.18,1013.68,98.58,463.6
7431,13.56,41.48,1008.53,87.2,459.76
7432,24.34,62.96,1019.7,61.44,446.09
7433,24.65,71.98,1006.46,91.11,431.77
7434,5.19,40.78,1025.24,95.07,482.46
7435,11.76,40.96,1023.22,81.31,475.18
7436,14.74,42.77,1017.71,76.59,463.61
7437,13.12,39.18,1023.11,64.33,471.44
7438,21.84,58.86,1014.13,69.67,445.16
7439,28.41,75.6,1018.48,56.07,440.28
7440,27.27,72.24,1010.69,78.09,432.35
7441,14.03,44.88,1019.6,57.63,465.51
7442,31.63,69.59,1008.66,61.81,436.89
7443,24.32,59.14,1017.46,80.14,438.08
7444,14.12,42.86,1011.84,88.29,471.86
7445,28.83,64.96,1000.05,63.57,429.13
7446,7.99,36.08,1020.08,83.2,481.35
7447,12.62,40.92,1021.85,81.41,465.68
7448,12.51,41.14,1027.36,87.86,463.79
7449,22.71,59.43,1005.68,83.52,441.24
7450,13.11,38.73,1005.89,89.02,473.38
7451,26.58,70.98,1008.96,77.36,434.41
7452,3.31,39.42,1024.05,84.31,487.19
7453,32.55,69.89,1013.87,40.09,428.84
7454,7.26,36.08,1021.47,83.15,483.58
7455,18.53,48.98,1014.24,74.29,452.73
7456,25.61,74.22,1010.26,75.15,438.45
7457,16.09,50.59,1015.69,84.41,463.64
7458,8.49,36.25,1029.7,84.41,480.35
7459,7.64,42.28,1008.49,83.42,483.74
7460,26.01,58.41,1013.56,70.84,443.74
7461,22.22,66.05,1016.15,80.58,442.95
7462,15.29,44.88,1018.85,73.67,463.32
7463,18.27,50.16,1011.07,95.91,451.76
7464,13.25,44.92,1024.11,89.34,469.18
7465,18.61,63.09,1019.37,83.08,449.81
7466,17.03,58.49,1011.91,92.16,460.48
7467,25.28,70.32,1006.91,81.74,431.43
7468,12.14,45.0,1023.9,89.2,476.6
7469,24.91,57.17,1010.88,72.97,446.01
7470,13.4,40.89,1010.67,91.66,472.36
7471,26.68,63.73,1009.7,71.55,439.69
7472,8.7,39.72,1020.0,78.75,479.03
7473,25.35,65.18,1012.67,70.36,438.17
7474,26.56,52.3,1007.4,62.04,439.25
7475,24.86,72.39,1001.15,90.24,440.85
7476,8.68,39.61,1021.54,77.98,486.31
7477,24.33,68.08,1013.02,64.81,442.93
7478,27.83,69.04,1009.69,63.79,443.24
7479,20.57,60.1,1011.16,83.45,451.88
7480,15.14,49.64,1023.78,75.0,463.58
7481,19.2,61.27,1020.02,65.53,455.2
7482,23.96,58.33,1013.37,59.97,446.01
7483,25.74,65.38,1009.6,54.34,452.94
7484,26.56,49.02,1007.65,70.78,438.82
7485,18.01,62.26,1011.89,89.29,451.14
7486,26.69,79.74,1008.29,73.79,431.41
7487,18.27,51.43,1010.38,88.39,460.41
7488,9.55,40.67,1018.56,70.72,486.34
7489,10.31,42.49,1009.43,78.36,479.64
7490,9.44,44.03,1009.59,86.27,473.61
7491,20.15,49.5,1013.47,66.7,462.65
7492,24.54,48.41,1008.61,73.53,439.79
7493,15.87,45.0,1021.92,40.0,470.85
7494,21.23,61.5,1008.98,82.14,450.92
7495,9.65,44.68,1022.9,98.08,476.71
7496,25.89,66.49,1013.08,63.16,434.67
7497,21.67,69.71,1010.46,96.83,440.16
7498,11.46,38.91,1012.34,77.37,477.5
7499,25.42,68.08,1011.2,76.58,433.82
7500,10.47,41.06,1022.24,81.16,477.47
7501,5.8,45.87,1009.14,92.06,481.6
7502,25.9,48.92,1009.82,35.42,443.8
7503,26.27,71.98,1005.72,86.15,427.65
7504,9.59,38.91,1011.87,81.3,479.96
7505,9.37,44.77,1020.61,87.31,474.41
7506,27.38,69.4,1004.57,74.12,434.47
7507,29.89,65.74,1012.95,51.36,438.24
7508,10.32,40.35,1011.64,84.05,481.51
7509,8.13,71.14,1018.94,86.7,471.99
7510,16.15,44.21,1020.76,85.41,462.02
7511,4.78,42.85,1013.39,93.36,481.47
7512,22.76,58.96,1013.85,55.95,454.05
7513,26.2,72.24,1011.3,78.29,432.65
7514,29.4,57.19,1008.34,53.95,436.92
7515,26.85,75.6,1017.43,74.55,433.48
7516,25.02,50.78,1008.79,63.06,444.7
7517,26.7,49.02,1007.68,67.97,438.92
7518,27.49,63.78,1015.43,47.45,445.66
7519,13.65,44.6,1017.99,87.04,466.06
7520,17.95,49.21,1012.05,59.44,455.1
7521,19.38,63.56,1013.13,83.54,452.01
7522,24.95,64.33,1011.34,81.05,440.97
7523,25.21,63.21,1012.24,85.14,441.04
7524,22.04,59.14,1017.34,84.75,442.45
7525,19.18,58.2,1017.46,76.72,453.2
7526,11.3,44.6,1018.19,91.66,470.5
7527,20.79,50.59,1017.75,73.35,456.01
7528,8.26,40.96,1025.23,89.22,485.73
7529,8.56,40.71,1021.27,95.87,471.58
7530,16.32,50.88,1013.37,97.19,458.28
7531,17.84,52.08,1006.65,100.09,450.67
7532,10.72,41.17,1019.68,60.71,479.21
7533,20.3,58.46,1015.93,82.13,448.79
7534,14.02,40.66,1017.05,84.14,465.39
7535,23.92,61.87,1009.63,54.16,441.15
7536,13.08,42.32,1016.63,83.72,462.41
7537,11.04,39.96,1025.75,94.44,468.84
7538,28.73,73.91,1004.91,70.17,436.12
7539,11.64,41.44,1016.4,73.18,478.99
7540,15.86,43.67,1011.11,82.24,465.46
7541,26.52,63.94,1018.23,42.41,440.47
7542,15.11,56.03,1020.27,89.95,462.65
7543,28.29,68.08,1010.77,53.92,430.93
7544,20.61,62.91,1013.24,79.54,446.53
7545,23.36,56.89,1014.23,78.34,440.51
7546,20.71,58.18,1007.63,98.44,447.06
7547,21.37,81.56,1006.57,81.56,434.38
7548,14.68,43.99,1023.36,86.79,461.91
7549,10.77,41.44,1016.72,75.27,479.19
7550,12.15,38.78,1013.34,95.05,474.15
7551,26.75,60.96,1012.05,56.77,447.93
7552,13.45,43.14,1015.5,74.33,474.1
7553,15.75,39.39,1014.38,76.29,468.6
7554,21.88,69.71,1010.28,97.64,444.39
7555,12.99,43.8,1023.16,64.65,466.95
7556,20.94,68.12,1012.43,78.2,446.41
7557,19.16,63.09,1017.71,91.15,449.51
7558,22.19,58.49,1010.91,77.03,449.4
7559,26.92,67.25,1017.74,61.68,434.05
7560,5.66,35.79,1013.86,94.42,484.15
7561,16.0,48.78,1013.9,88.64,458.27
7562,6.87,39.85,1012.66,83.34,486.26
7563,15.84,49.69,1015.14,90.41,462.6
7564,20.98,47.43,1007.39,68.15,450.0
7565,22.8,69.23,1011.8,76.95,439.3
7566,28.28,61.47,1009.44,60.89,443.12
7567,24.05,67.83,1009.35,63.8,442.53
7568,17.19,37.2,1011.84,67.59,468.4
7569,27.14,65.27,1013.26,55.17,441.68
7570,23.39,73.5,1011.37,88.48,441.18
7571,25.16,43.21,1011.73,88.69,442.29
7572,16.39,41.67,1012.96,61.07,467.68
7573,21.13,51.43,1007.43,88.72,445.4
7574,20.16,60.1,1011.24,86.23,453.36
7575,25.16,74.33,1014.55,76.7,436.15
7576,22.27,50.05,1007.1,89.34,442.24
7577,23.88,67.9,1005.99,67.58,446.34
7578,9.23,37.36,1015.01,67.38,481.08
7579,23.38,54.42,1013.95,73.02,451.87
7580,25.42,73.17,1012.29,85.86,437.06
7581,7.31,43.02,1014.19,86.43,484.82
7582,16.34,41.48,1015.92,48.24,453.6
7583,29.83,71.43,1011.93,55.8,439.34
7584,23.87,60.27,1018.94,77.16,439.86
7585,21.86,58.49,1010.88,76.79,449.9
7586,14.47,44.66,1016.33,93.52,464.41
7587,22.66,61.27,1019.29,55.43,448.68
7588,24.98,60.32,1015.63,57.19,444.67
7589,24.96,60.27,1018.68,69.97,442.67
7590,29.14,67.45,1015.51,46.47,433.34
7591,14.3,54.3,1015.16,75.29,464.9
7592,20.07,51.3,1011.9,94.62,450.46
7593,4.99,39.04,1020.45,78.89,472.52
7594,10.44,39.04,1023.99,85.03,480.34
7595,10.25,37.14,1013.14,70.73,474.37
7596,25.89,59.22,1013.4,80.17,445.75
7597,7.89,71.14,1018.4,86.49,474.66
7598,27.82,52.84,1006.23,52.18,440.31
7599,13.69,44.85,1016.89,79.87,470.78
7600,7.36,41.01,1024.9,97.88,476.8
7601,10.71,41.93,1018.23,90.88,478.76
7602,33.7,68.27,1007.16,50.41,427.4
7603,15.03,44.45,1020.94,65.57,460.06
7604,23.25,56.9,1006.82,76.37,442.76
7605,10.03,41.79,1020.35,66.42,475.42
7606,12.14,44.85,1014.36,60.04,476.68
7607,31.03,74.33,1011.55,63.45,429.35
7608,22.85,60.29,1017.29,61.92,448.58
7609,22.19,48.78,1017.84,76.01,446.51
7610,27.2,65.12,1016.2,44.95,442.54
7611,20.77,51.3,1013.89,88.72,450.97
7612,29.7,57.19,1008.41,55.07,436.29
7613,27.98,58.33,1013.92,54.25,437.76
7614,30.7,74.22,1008.12,50.39,432.51
7615,22.53,74.87,1009.91,93.21,444.69
7616,21.97,68.12,1012.53,75.12,443.39
7617,22.88,59.21,1011.51,86.93,440.25
7618,24.99,60.37,1005.66,74.87,437.67
7619,20.54,49.15,1021.02,56.0,458.6
7620,7.3,43.65,1019.33,67.62,482.96
7621,9.53,44.03,1008.87,89.99,471.23
7622,31.87,67.32,1013.65,36.69,435.47
7623,15.77,58.16,1016.09,82.56,450.11
7624,19.02,47.45,1007.44,76.76,453.08
7625,30.27,64.69,1006.3,53.69,435.67
7626,18.98,38.52,1018.85,63.16,454.6
7627,14.56,41.76,1023.82,85.36,464.3
7628,30.87,67.32,1013.78,34.54,436.96
7629,14.71,52.72,1024.7,70.29,462.34
7630,24.49,65.61,1014.71,63.47,447.26
7631,20.14,46.33,1013.24,83.39,453.35
7632,26.95,72.24,1011.16,73.14,435.65
7633,26.76,49.02,1007.96,70.05,439.4
7634,15.12,41.04,1025.95,69.67,460.58
7635,23.39,74.22,1009.83,86.05,439.92
7636,28.31,74.34,998.42,79.23,431.95
7637,20.94,44.89,1009.64,75.14,450.71
7638,22.84,59.39,1014.61,80.36,443.71
7639,27.44,47.93,1002.71,59.44,437.76
7640,11.64,38.25,1013.33,85.79,472.34
7641,9.97,41.26,1020.6,91.14,475.43
7642,17.62,43.69,1016.49,67.92,465.93
7643,30.94,64.44,1014.36,53.76,439.84
7644,10.94,39.04,1021.62,86.41,479.8
7645,24.26,66.44,1011.33,55.32,445.63
7646,16.16,41.79,1007.53,76.21,453.39
7647,13.97,45.01,1017.44,89.15,461.96
7648,20.58,50.9,1011.89,72.56,452.6
7649,13.12,44.21,1019.57,89.29,469.09
7650,27.08,62.91,1011.9,62.58,442.91
7651,20.3,67.32,1013.49,80.9,441.51
7652,14.81,44.88,1019.1,66.7,464.65
7653,28.18,66.56,1005.69,65.67,426.79
7654,21.82,63.9,1014.48,92.53,447.29
7655,29.25,67.32,1013.88,38.57,437.94
7656,20.3,62.52,1017.96,75.17,451.86
7657,24.82,74.87,1010.28,73.54,434.46
7658,13.2,45.01,1013.96,78.78,466.71
7659,15.4,41.16,1005.34,80.22,465.16
7660,11.71,41.44,1015.37,79.95,474.22
7661,19.35,39.39,1013.91,61.53,465.28
7662,10.18,40.81,1015.79,81.42,475.13
7663,19.81,43.56,1013.39,38.13,460.59
7664,14.79,44.06,1018.53,74.79,465.77
7665,14.1,39.16,1008.19,74.05,464.07
7666,2.8,39.64,1011.01,82.96,482.66
7667,14.7,48.6,1006.91,85.65,460.63
7668,29.26,67.17,1006.6,70.58,436.42
7669,27.02,71.25,1000.48,87.86,438.33
7670,19.01,58.46,1017.14,90.99,446.18
7671,13.33,39.39,1013.93,84.74,471.23
7672,27.56,65.59,1010.88,66.47,439.64
7673,10.36,37.83,1005.87,98.56,472.62
7674,26.65,66.48,1005.7,65.09,436.65
7675,32.81,71.32,1007.69,47.29,434.38
7676,22.59,59.43,1005.85,84.02,442.0
7677,12.64,40.69,1015.86,82.06,474.08
7678,26.9,59.14,1016.18,70.88,436.16
7679,10.01,43.7,1015.73,91.97,479.24
7680,4.44,38.44,1016.14,75.35,486.53
7681,31.02,69.51,1011.16,47.64,431.15
7682,8.52,41.55,1002.09,86.81,483.63
7683,11.37,41.5,1013.57,88.82,475.94
7684,13.41,54.3,1016.48,79.28,467.88
7685,14.07,45.09,1013.32,94.45,462.69
7686,5.17,35.57,1026.68,79.86,491.32
7687,25.34,65.61,1014.61,57.51,442.82
7688,32.32,67.9,1006.08,37.93,428.12
7689,22.7,48.14,1014.06,60.09,448.96
7690,17.14,40.55,1000.05,71.41,461.21
7691,9.51,39.22,1015.3,72.41,474.12
7692,23.38,58.82,1012.27,77.87,446.54
7693,12.29,40.71,1019.71,83.09,469.75
7694,15.03,43.71,1025.07,83.25,463.12
7695,6.09,43.65,1020.95,71.15,485.96
7696,19.08,46.93,1010.6,75.21,454.45
7697,17.5,42.23,1013.37,86.87,462.57
7698,14.62,46.18,1014.75,96.81,462.26
7699,26.71,70.4,1007.59,82.63,432.64
7700,7.68,42.85,1012.51,91.51,479.16
7701,17.79,40.12,1012.74,79.03,459.13
7702,7.0,36.24,1013.15,89.64,483.06
7703,29.42,79.74,1007.24,61.26,437.61
7704,26.91,65.34,1014.19,50.7,443.6
7705,22.54,51.95,1007.29,79.28,447.29
7706,13.41,49.83,1008.83,87.14,466.38
7707,13.98,54.3,1015.58,74.91,466.52
7708,16.12,45.87,1008.15,86.12,457.41
7709,9.71,42.44,1014.29,94.03,481.03
7710,28.9,68.12,1011.87,46.56,438.53
7711,14.81,40.71,1018.54,73.0,467.66
7712,24.66,72.24,1011.35,77.45,434.33
7713,14.28,39.39,1013.82,77.52,469.92
7714,26.79,77.95,1009.9,80.22,437.91
7715,20.77,60.1,1011.11,81.09,450.32
7716,12.93,36.71,1013.22,83.44,472.42
7717,17.98,59.15,1012.09,83.03,451.97
7718,14.72,40.83,1009.65,80.98,469.8
7719,10.17,41.46,1019.34,83.04,480.13
7720,9.27,38.56,1017.69,62.49,475.42
7721,15.57,44.68,1022.01,90.02,460.91
7722,17.94,62.1,1019.81,82.65,453.55
7723,14.09,43.99,1021.02,94.39,468.09
7724,11.61,41.17,1019.57,58.82,476.81
7725,23.47,65.61,1014.57,69.83,447.16
7726,17.32,42.24,1017.35,62.96,472.33
7727,13.49,41.78,1010.66,63.34,467.92
7728,19.72,44.78,1009.27,39.18,464.54
7729,27.58,78.05,1010.83,94.98,431.95
7730,23.42,73.17,1012.07,88.39,438.22
7731,25.53,62.96,1019.81,59.7,444.38
7732,10.3,41.79,1021.09,49.39,471.58
7733,24.77,48.92,1010.25,47.04,448.25
7734,25.31,67.9,1006.34,68.04,440.36
7735,21.92,61.87,1009.68,58.83,445.52
7736,11.61,41.17,1019.57,58.82,476.81
7737,23.38,48.78,1019.03,78.69,446.18
7738,27.68,69.34,1008.28,70.9,436.37
7739,7.36,41.01,1025.49,96.48,477.37
7740,14.64,45.0,1021.78,41.25,475.98
7741,16.58,41.79,1006.24,72.95,452.95
7742,14.41,42.77,1019.84,82.54,465.89
7743,20.3,59.8,1015.24,78.75,453.29
7744,30.96,69.82,1009.6,51.55,438.74
7745,22.66,63.73,1013.24,83.95,444.41
7746,13.45,40.73,1018.7,93.88,461.03
7747,17.3,57.76,1016.26,87.74,455.75
7748,15.61,38.52,1018.4,80.99,439.21
7749,13.42,42.86,1013.88,85.13,473.27
7750,27.0,69.4,1004.86,82.2,433.83
7751,19.94,61.87,1009.7,66.6,445.97
7752,14.81,43.69,1017.19,71.9,470.71
7753,30.58,70.04,1010.4,48.16,431.59
7754,25.52,69.75,1010.36,90.06,435.12
7755,21.84,59.39,1015.77,88.12,442.11
7756,28.97,64.44,1014.55,54.67,438.08
7757,12.57,39.16,1016.53,88.91,476.2
7758,21.33,63.86,1020.33,72.13,445.02
7759,12.87,45.51,1015.3,86.67,475.77
7760,25.31,74.33,1015.04,79.88,436.21
7761,8.8,41.26,1008.08,96.52,479.74
7762,12.87,48.04,1012.47,100.13,465.56
7763,28.77,58.33,1013.73,36.6,448.06
7764,26.17,48.6,1002.59,61.41,439.86
7765,18.32,42.28,1007.86,45.62,460.27
7766,23.99,67.69,1007.9,78.57,437.1
7767,24.13,73.18,1012.62,91.52,436.22
7768,23.07,49.02,1009.07,84.1,444.22
7769,16.73,58.59,1015.02,89.61,455.3
7770,22.16,58.82,1009.61,87.16,444.76
7771,28.95,73.4,1011.33,55.14,440.67
7772,8.76,41.48,1018.49,74.98,474.3
7773,23.08,74.78,1009.85,83.67,437.86
7774,24.01,67.17,1007.44,86.87,443.09
7775,16.13,43.48,1014.41,50.05,459.47
7776,25.23,64.63,1020.59,52.2,447.28
7777,12.74,41.38,1021.92,56.67,475.63
7778,23.11,68.3,1017.83,86.62,437.91
7779,22.24,69.23,1011.83,79.37,441.9
7780,30.74,69.59,1008.69,68.04,437.81
7781,17.9,58.33,1013.6,85.81,452.28
7782,22.42,71.77,1005.5,90.62,435.06
7783,23.7,70.32,1007.21,66.85,439.59
7784,9.56,41.55,1002.67,70.27,481.24
7785,22.89,74.78,1009.79,81.57,443.7
7786,13.44,37.85,1009.78,99.13,469.89
7787,31.11,74.87,1009.11,54.86,434.3
7788,15.3,38.62,1017.19,70.63,462.65
7789,13.42,38.91,1012.81,73.82,472.22
7790,23.4,65.06,1014.32,67.38,442.7
7791,25.13,68.63,1013.57,43.44,446.36
7792,5.76,45.87,1010.83,95.79,481.4
7793,28.86,73.67,1006.65,68.23,431.15
7794,23.0,63.78,1015.85,70.46,444.62
7795,11.75,41.2,1012.7,89.86,475.35
7796,11.52,40.75,1016.23,85.18,477.19
7797,6.99,39.37,1020.19,75.06,487.18
7798,13.83,41.23,993.31,93.94,466.2
7799,33.37,73.88,1005.8,47.94,436.76
7800,31.81,66.44,1011.21,53.55,426.84
7801,17.11,49.78,1007.25,100.09,453.22
7802,14.26,43.34,1017.24,81.54,464.62
7803,7.01,40.72,1024.0,86.37,489.64
7804,27.17,73.5,1010.36,73.29,435.22
7805,32.98,71.32,1003.67,49.78,433.56
7806,20.94,49.02,1008.91,87.32,448.18
7807,32.51,69.98,1011.92,49.45,428.37
7808,16.05,41.96,1011.82,96.05,463.72
7809,13.93,40.2,1013.41,89.86,466.47
7810,20.66,51.19,1008.81,88.93,447.14
7811,22.88,71.73,1010.11,86.96,436.36
7812,6.5,41.14,1028.15,86.78,480.96
7813,22.45,63.77,1014.57,87.44,444.26
7814,23.35,59.92,1009.86,88.6,439.82
7815,23.56,42.67,1008.01,66.76,440.69
7816,28.97,78.92,1011.71,88.5,430.98
7817,27.4,66.48,1004.71,51.5,439.66
7818,24.46,61.9,1013.88,87.16,441.34
7819,23.25,59.87,1018.69,66.4,444.23
7820,13.52,39.39,1012.91,84.03,474.82
7821,25.62,63.13,1013.84,83.49,439.13
7822,21.75,50.12,1009.36,94.41,446.64
7823,25.14,60.29,1017.91,53.3,444.5
7824,7.69,38.06,1020.72,83.47,483.54
7825,13.74,42.74,1029.54,70.0,465.92
7826,2.71,39.42,1026.66,81.11,489.3
7827,29.28,75.08,1005.21,59.0,436.15
7828,21.71,61.45,1010.97,91.62,445.72
7829,9.96,41.26,1022.9,83.83,475.21
7830,22.32,48.41,1008.68,79.11,445.36
7831,13.25,34.03,1018.94,72.1,470.46
7832,16.25,58.16,1018.34,78.59,458.31
7833,22.78,59.92,1011.28,88.78,440.87
7834,25.92,60.32,1016.05,52.51,448.37
7835,9.48,40.11,1025.49,73.81,472.16
7836,29.34,70.94,1007.82,62.43,433.57
7837,23.69,58.05,1012.08,74.26,444.46
7838,27.58,73.06,1009.63,88.31,438.1
7839,10.59,41.54,1019.94,72.52,478.74
7840,25.42,74.22,1009.04,88.55,433.97
7841,23.69,65.59,1010.85,88.92,439.66
7842,7.69,39.96,1023.9,89.18,478.05
7843,8.48,42.49,1010.77,88.68,483.5
7844,24.07,71.97,1008.83,94.87,441.84
7845,4.43,38.91,1019.04,88.17,491.9
7846,11.57,39.72,1002.26,78.69,474.72
7847,30.72,69.13,1009.94,61.66,435.83
7848,12.43,40.27,1007.08,61.56,470.92
7849,9.14,37.36,1015.22,78.06,491.97
7850,16.09,44.71,1017.86,42.74,464.95
7851,22.97,42.48,1012.84,64.71,466.7
7852,20.35,67.71,1005.85,63.97,446.42
7853,23.04,64.27,1014.29,80.23,439.67
7854,26.3,71.94,1006.64,85.12,428.83
7855,31.24,72.39,999.47,68.17,430.7
7856,25.65,43.77,1011.65,46.18,444.01
7857,13.98,44.84,1023.6,89.09,462.81
7858,4.69,39.42,1024.58,79.35,486.34
7859,21.84,55.5,1019.28,62.17,454.99
7860,12.59,44.34,1017.01,85.57,474.11
7861,14.35,35.71,1016.1,60.86,468.9
7862,11.92,38.25,1013.13,84.92,472.5
7863,30.83,77.3,1001.7,57.85,435.87
7864,11.41,40.1,1014.27,91.17,476.81
7865,12.64,41.49,1019.78,94.0,468.78
7866,8.6,40.77,1011.8,89.45,480.82
7867,7.52,41.66,1015.2,78.41,483.28
7868,27.75,65.34,1014.8,45.91,440.83
7869,20.17,50.66,1014.38,82.09,454.79
7870,32.57,78.92,1011.6,66.47,430.12
7871,22.32,69.48,1011.1,77.86,439.49
7872,18.32,39.53,1008.15,64.85,454.44
7873,24.58,71.94,1006.85,89.02,433.99
7874,18.59,41.1,1001.93,58.16,459.72
7875,27.67,59.14,1016.51,61.2,433.37
7876,25.5,63.91,1009.4,75.22,444.26
7877,26.45,47.43,1008.87,53.25,442.12
7878,29.22,72.39,1000.87,77.39,430.24
7879,31.91,69.89,1014.59,54.51,429.29
7880,7.26,40.69,1020.43,90.22,474.91
7881,5.06,40.64,1021.49,93.7,483.73
7882,12.14,40.83,1010.56,78.31,474.82
7883,13.56,39.58,1011.05,73.62,473.16
7884,22.58,43.79,1015.66,44.18,460.3
7885,28.57,69.34,1007.98,65.55,439.46
7886,15.77,39.82,1013.01,79.1,468.78
